scan_name,scan_folder,analysis_y_reduction,y_reduction_mode,y_band_half_height,ndvi_mask_threshold,white_reference,dark_reference,mask_pixel_count,mask_coverage_pct,pri_valid_pixel_count,pri_mean,pri_median,pri_std,cri1_valid_pixel_count,cri1_mean,cri1_median,cri1_std,cri2_valid_pixel_count,cri2_mean,cri2_median,cri2_std,ndvi_valid_pixel_count,ndvi_mean,ndvi_median,ndvi_std,sipi_valid_pixel_count,sipi_mean,sipi_median,sipi_std,psri_valid_pixel_count,psri_mean,psri_median,psri_std
scan_27April_15:26:44,/Users/hannahalse/Desktop/KFHSI/edge/data/Experiment1/scan_27April_15:26:44,mean over y=257:298,central_band_mean,20,0.35,whiteReference,darkReference,986,45.6059204440333,986,0.027492685243487358,0.030170395970344543,0.021466229110956192,986,13.170378684997559,12.4349365234375,7.4939727783203125,986,12.859743118286133,12.160371780395508,7.29661750793457,986,0.8474707007408142,0.9016994833946228,0.13990271091461182,986,1.0542327165603638,1.0094596147537231,0.1278700828552246,986,0.006355641409754753,0.001219029538333416,0.020856769755482674
scan_28April_12:11:41,/Users/hannahalse/Desktop/KFHSI/edge/data/Experiment1/scan_28April_12:11:41,mean over y=257:298,central_band_mean,20,0.35,whiteReference,darkReference,1175,54.34782608695652,1174,0.028395885601639748,0.030014846473932266,0.018474332988262177,1174,14.461256980895996,13.854215621948242,7.717249870300293,1174,14.088759422302246,13.530021667480469,7.513574600219727,1175,0.8653972148895264,0.9125039577484131,0.1341850310564041,1174,1.0416635274887085,1.0046844482421875,0.10840565711259842,1174,0.004346395842730999,0.00024071874213404953,0.018234411254525185
scan_29April_11:18:58,/Users/hannahalse/Desktop/KFHSI/edge/data/Experiment1/scan_29April_11:18:58,mean over y=257:298,central_band_mean,20,0.35,whiteReference,darkReference,1327,61.378353376503235,1325,0.02316415123641491,0.024462470784783363,0.03455168381333351,1319,15.63138198852539,15.539148330688477,7.811124801635742,1319,15.114547729492188,15.083754539489746,7.548622131347656,1327,0.8728492856025696,0.9208420515060425,0.12985529005527496,1327,1.034576177597046,0.9998495578765869,0.1105513721704483,1327,0.003677280154079199,-0.00044866581447422504,0.018364902585744858
scan_30April_09:46:32,/Users/hannahalse/Desktop/KFHSI/edge/data/Experiment1/scan_30April_09:46:32,mean over y=257:298,central_band_mean,20,0.35,whiteReference,darkReference,1515,70.07400555041629,1515,0.02161450870335102,0.023271240293979645,0.019885672256350517,1513,15.53549861907959,15.270953178405762,7.995406627655029,1513,15.015399932861328,14.769413948059082,7.712732791900635,1515,0.8761051297187805,0.9247297048568726,0.13030150532722473,1515,1.032191276550293,0.9991976022720337,0.09258310496807098,1515,0.0031740760896354914,-0.0012079240987077355,0.017414428293704987
