scan_name,scan_folder,analysis_y_reduction,y_reduction_mode,y_band_half_height,ndvi_mask_threshold,white_reference,dark_reference,mask_pixel_count,mask_coverage_pct,pri_valid_pixel_count,pri_mean,pri_median,pri_std,cri1_valid_pixel_count,cri1_mean,cri1_median,cri1_std,cri2_valid_pixel_count,cri2_mean,cri2_median,cri2_std,ndvi_valid_pixel_count,ndvi_mean,ndvi_median,ndvi_std,sipi_valid_pixel_count,sipi_mean,sipi_median,sipi_std,psri_valid_pixel_count,psri_mean,psri_median,psri_std
scan_04May_11:53:02,/Users/hannahalse/Desktop/KFHSI/edge/data/Experiment2/scan_04May_11:53:02,mean over y=257:298,central_band_mean,20,0.35,whiteReference,darkReference,1965,90.88806660499537,1965,0.040224574506282806,0.042115774005651474,0.02073811925947666,1916,18.829833984375,18.364715576171875,8.857216835021973,1916,18.08652114868164,17.663543701171875,8.512449264526367,1965,0.9426984190940857,0.9665791392326355,0.07877480238676071,1965,1.0027257204055786,0.9923719167709351,0.03785548359155655,1965,-0.0008687764056958258,-0.0025097117759287357,0.012053478509187698
scan_05May_12:50:07,/Users/hannahalse/Desktop/KFHSI/edge/data/Experiment2/scan_05May_12:50:07,mean over y=257:298,central_band_mean,20,0.35,whiteReference,darkReference,2021,93.47826086956522,2021,0.03464941680431366,0.03577826917171478,0.020106257870793343,1940,19.415048599243164,19.340660095214844,8.803494453430176,1940,18.684797286987305,18.51701545715332,8.49442195892334,2021,0.9446864128112793,0.9706012606620789,0.08946802467107773,2021,1.0015370845794678,0.9910534024238586,0.04259633272886276,2020,-0.0006415843963623047,-0.0024839448742568493,0.01190035417675972
scan_06May_11:59:40,/Users/hannahalse/Desktop/KFHSI/edge/data/Experiment2/scan_06May_11:59:40,mean over y=257:298,central_band_mean,20,0.35,whiteReference,darkReference,2054,95.00462534690102,2054,0.03679751232266426,0.03819916397333145,0.02084268257021904,1967,19.73274040222168,19.346134185791016,8.81710147857666,1967,19.06524658203125,18.572397232055664,8.561528205871582,2054,0.9520805478096008,0.9731141328811646,0.07658619433641434,2049,0.9975507855415344,0.9899886846542358,0.03337686136364937,2051,-0.0016834408743306994,-0.002785272663459182,0.010377156548202038
scan_07May_12:51:47,/Users/hannahalse/Desktop/KFHSI/edge/data/Experiment2/scan_07May_12:51:47,mean over y=257:298,central_band_mean,20,0.35,whiteReference,darkReference,2079,96.16096207215541,2079,0.03253035992383957,0.03347562998533249,0.02143518254160881,1964,20.330896377563477,19.971282958984375,8.682577133178711,1964,19.543521881103516,19.300033569335938,8.357308387756348,2079,0.9586952924728394,0.9762938022613525,0.06690515577793121,2076,0.9960823655128479,0.990118145942688,0.029784657061100006,2073,-0.0021583829075098038,-0.0028912806883454323,0.008155408315360546
scan_08May_12:58:07,/Users/hannahalse/Desktop/KFHSI/edge/data/Experiment2/scan_08May_12:58:07,mean over y=257:298,central_band_mean,20,0.35,whiteReference,darkReference,2011,93.01572617946346,2011,0.03433960676193237,0.03519563376903534,0.02253420278429985,1898,20.379104614257812,19.77899169921875,8.272605895996094,1898,19.58574104309082,18.963369369506836,7.9776997566223145,2011,0.9654012322425842,0.9780005216598511,0.05029677227139473,2008,0.9929077625274658,0.9891444444656372,0.023820284754037857,2007,-0.0025571933947503567,-0.002976448507979512,0.006708711385726929
scan_09May_13:09:07,/Users/hannahalse/Desktop/KFHSI/edge/data/Experiment2/scan_09May_13:09:07,mean over y=257:298,central_band_mean,20,0.35,whiteReference,darkReference,1888,87.32654949121184,1887,0.032171815633773804,0.03356053680181503,0.025064947083592415,1778,20.402624130249023,20.02073097229004,8.328143119812012,1778,19.62891960144043,19.26549530029297,8.064032554626465,1888,0.9684950113296509,0.9796384572982788,0.046642694622278214,1880,0.9924038052558899,0.989700973033905,0.020420081913471222,1879,-0.002459906740114093,-0.002683444181457162,0.005952778737992048
scan_11May_10:09:11,/Users/hannahalse/Desktop/KFHSI/edge/data/Experiment2/scan_11May_10:09:11,mean over y=257:298,central_band_mean,20,0.35,whiteReference,darkReference,1787,82.65494912118409,1787,0.026223577558994293,0.028363928198814392,0.024917488917708397,1686,19.990407943725586,19.234237670898438,8.048604011535645,1686,19.210494995117188,18.57523536682129,7.797846794128418,1787,0.9711642265319824,0.9797983765602112,0.03264545276761055,1785,0.9925865530967712,0.9906810522079468,0.016328047960996628,1782,-0.002620771760120988,-0.0026140864938497543,0.004800120368599892
scan_12May_12:45:45,/Users/hannahalse/Desktop/KFHSI/edge/data/Experiment2/scan_12May_12:45:45,mean over y=257:298,central_band_mean,20,0.35,whiteReference,darkReference,1636,75.67067530064755,1636,0.026588818058371544,0.02866383083164692,0.024983882904052734,1517,20.044784545898438,19.424285888671875,8.011295318603516,1517,19.27007484436035,18.600027084350586,7.764773845672607,1636,0.9743881225585938,0.9827145338058472,0.028485557064414024,1622,0.9910361766815186,0.9900214672088623,0.018389295786619186,1626,-0.0025700132828205824,-0.0026485691778361797,0.004858467262238264
